post_title,post_name,post_excerpt,post_content,post_status,manage_stock,comment_status,regular_price,featured_image,product_gallery
Shime Saba,Shime-Saba,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,100,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Shime-Saba-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Shime-Saba-copy.png
Shirasu Sashimi,Shirasu-Sashimi,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,300,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Shirasu-Sashimi-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Shirasu-Sashimi-copy.png
Shirauo,Shirauo,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Shirauo-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Shirauo-copy.png
Smoked Salmon,Smoked-Salmon,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,150,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Smoked-Salmon-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Smoked-Salmon-copy.png
Snow Fish Saku,Snow-Fish-Saku,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Snow-Fish-Saku-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Snow-Fish-Saku-copy.png
Soft Shell Crab,Soft-Shell-Crab,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,150,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Soft-Shell-Crab-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Soft-Shell-Crab-copy.png
Special Grade Japanese Oyster,Special-Grade-Japanese-Oyster,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Special-Grade-Japanese-Oyster-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Special-Grade-Japanese-Oyster-copy.png
Sushi Ebi 7L,Sushi-Ebi-7L,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,300,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Sushi-Ebi-7L-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Sushi-Ebi-7L-copy.png
Sushi Ebi,Sushi-Ebi,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Sushi-Ebi-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Sushi-Ebi-copy.png
Tako 1,Tako-1,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,100,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tako-1-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tako-1-copy.png
Tako Chan,Tako-Chan,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,300,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tako-Chan-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tako-Chan-copy.png
Tako Karaage 1,Tako-Karaage-1,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tako-Karaage-1-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tako-Karaage-1-copy.png
Tako Wasabi,Tako-Wasabi,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,150,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tako-Wasabi-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tako-Wasabi-copy.png
Tako Yaki Plain,Tako-Yaki-Plain,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tako-Yaki-Plain-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tako-Yaki-Plain-copy.png
Takuan Whole,Takuan-Whole,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,150,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Takuan-Whole-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Takuan-Whole-copy.png
Tamagoyaki,Tamagoyaki,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tamagoyaki-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tamagoyaki-copy.png
Taraba Kani,Taraba-Kani,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,300,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Taraba-Kani-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Taraba-Kani-copy.png
Tiger Prawn,Tiger-Prawn,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tiger-Prawn-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tiger-Prawn-copy.png
Tobikko Orange,Tobikko-Orange,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,100,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tobikko-Orange-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tobikko-Orange-copy.png
Tonkatsu,Tonkatsu,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,300,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tonkatsu-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tonkatsu-copy.png
Tora Fugu Skin,Tora-Fugu-Skin,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tora-Fugu-Skin-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tora-Fugu-Skin-copy.png
Tuna Belly,Tuna-Belly,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,150,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tuna-Belly.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tuna-Belly.png
Tuna Saku,Tuna-Saku,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tuna-Saku-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Tuna-Saku-copy.png
Umeboshi Shisozuke 1,Umeboshi-Shisozuke-1,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,150,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Umeboshi-Shisozuke-1-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Umeboshi-Shisozuke-1-copy.png
White Seasoned Ginger,White-Seasoned-Ginger,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/White-Seasoned-Ginger-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/White-Seasoned-Ginger-copy.png
Whole Takuan,Whole-Takuan,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,300,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Whole-Takuan-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Whole-Takuan-copy.png
Zuwai Kani Portion,Zuwai-Kani-Portion,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Zuwai-Kani-Portion-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Zuwai-Kani-Portion-copy.png
Zuwai Kani Tsume Portion L,Zuwai-Kani-Tsume-Portion-L,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,100,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Zuwai-Kani-Tsume-Portion-L-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Zuwai-Kani-Tsume-Portion-L-copy.png
